smiles,exp
CC(C)CC1=Nc2cc(Cl)ccc2S(=O)(=O)N1,2.35
CCC(C)C1=Nc2ccc(Cl)cc2S(=O)(=O)N1,2.47
O=S1(=O)NC(C2CCC2)=Nc2ccc(Cl)cc21,2.24
CC(C)(C)CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,2.71
O=S1(=O)NC(CCl)=Nc2cc(Cl)ccc21,1.68
CC=CC1=Nc2cc(Cl)ccc2S(=O)(=O)N1,1.96
COCC1=Nc2cc(Cl)ccc2S(=O)(=O)N1,1.12
CC1=Nc2c([N+](=O)[O-])cc(Cl)cc2S(=O)(=O)N1,0.85
CC1=Nc2ccc(S(=O)(=O)N(C)C)cc2S(=O)(=O)N1,0.32
CCCCC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,2.52
O=S1(=O)NC(C2CCCCC2)=Nc2ccccc21,2.2
O=S1(=O)NC(C2=CCCC2)=Nc2ccccc21,1.69
O=S1(=O)NC(C2CC=CC2)=Nc2ccccc21,1.53
O=S1(=O)NC(C2CC=CCC2)=Nc2ccccc21,2.05
O=S1(=O)NC(C2CC3C=CC2C3)=Nc2ccccc21,2.06
O=S1(=O)NC(c2cccs2)=Nc2ccccc21,1.68
O=S1(=O)NC(c2ccco2)=Nc2ccccc21,1.06
O=S1(=O)NC(C(Cl)Cl)=Nc2cc(Cl)ccc21,1.81
NC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.91
CCSCC1=Nc2cc(Cl)ccc2S(=O)(=O)N1,2.26
O=C(CN1CCCCC1)Nc1ccc(F)cc1,2.7
CCN(CC)CC(F)(F)F,1.88
CCOC(=O)C(N)Cc1ccc(O)c(O)c1,0.28
O=C(Nc1ccccc1[N+](=O)[O-])c1ccccc1O,2.87
O=C(Nc1ccc(Cl)cc1Cl)c1ccccc1O,5.49
COCCc1ccc(OCC(O)CNC(C)C)cc1,1.88
CN1CC(O)CN(C)C1=Nc1ncc([N+](=O)[O-])s1,0.16
CC1CNC(=Nc2ncc([N+](=O)[O-])s2)N1,1.82
CN1C(=Nc2ncc([N+](=O)[O-])s2)NCC1(C)C,2.35
O=[N+]([O-])c1cnc(N=C2NCC(O)CN2)s1,0.74
O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1ccccc1O,4.09
CSC1=NCCN1c1ncc([N+](=O)[O-])s1,1.78
CC(=O)OCCN1CCSC1=Nc1ncc([N+](=O)[O-])s1,1.88
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,1.71
Cc1ccc(NS(=O)(=O)C(F)(F)F)cc1,3.6
COC(=O)c1cccn1C,1.8
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,4.86
Clc1ccc(-c2ccccc2Cl)c(Cl)c1,5.76
O=c1[nH]c(-c2ccccc2)nc2nn[nH]c12,1.27
C=CCN(CC=C)C(=O)C(Cl)Cl,1.84
CSc1ccc(SC)nn1,1.85
CCOc1ccc2cc[nH]c2c1,2.53
N=C(N)NN=Cc1ccc(Br)cc1,1.3
Cc1c(C(N)=O)no[n+]1[O-],0.03
Cc1no[n+]([O-])c1C(N)=O,0.36
CCOC(=O)C(CC(C)C)NC(=O)CNC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,1.07
O=C(C=Cc1ccc([N+](=O)[O-])o1)NN=Cc1ccc([N+](=O)[O-])o1,2.79
Cc1c(Cl)cccc1Nc1ccccc1CC(=O)O,4.64
Nc1nc(-c2ccccn2)cc2ccccc12,2.74
CCOc1cnccn1,1.28
O=c1[nH]c2ccccc2cc1-c1ccccc1,2.99
COc1ccc(C)c(OC)c1,2.76
CN(C)N=Nc1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,-1.82
Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,2.22
NNC(=O)Nc1ccccc1O,0.33
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.42
CCCCC(=O)OCC(=O)C1(OC(=O)CCCC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,5.26
Clc1ccc(N2CCNCC2)cc1,2.01
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,3.14
CC1(C)C2CCC(CN)C1C2,2.05
CCCCC(=O)NN,-0.11
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],1.24
CCOC(=O)c1cnc2n(c1=O)CCCC2,0.15
CC(=O)OCCOC(=O)c1ccccc1,1.85
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.15
O=C(CN1CCCCC1)Nc1cccc(Cl)c1,3.45
Cc1cccc(NC(=O)CN2CCCCC2)c1,2.97
O=C(CN1CCCCC1)Nc1ccc([N+](=O)[O-])cc1,2.72
O=C(CN1CCCCC1)Nc1ccccc1Cl,2.76
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,6.55
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)c(Cl)c1,7.21
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,6.85
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,6.22
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,7.28
Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,7.04
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,7.31
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.6
O=[N+]([O-])c1ccc2c(O)cccc2c1,3.5
CN(C)c1ccc(C=NNC(=N)N)cc1,0.28
Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,7.12
Clc1ccccc1-c1c(Cl)cccc1Cl,5.48
Clc1ccc(-c2c(Cl)cccc2Cl)cc1,5.75
Clc1ccccc1-c1cccc(Cl)c1Cl,5.31
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,5.76
Clc1cccc(-c2cccc(Cl)c2Cl)c1,5.57
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,5.42
Clc1ccc(-c2ccccc2Cl)cc1Cl,5.87
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,5.81
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,5.9
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,6.18
Cc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,2.7
O=C(CS(=O)(=O)c1ccccc1)c1ccc(Cl)cc1,2.69
Cc1c(N(C)C)c(=O)n(C)c(=O)n1C,0.99
Cc1cncc(Cl)n1,1.04
CC(C)OC(=O)N(C)C,1.38
CNC(=S)NCCSCc1cnc[nH]1,0.16
CNC(=O)NCCSCc1[nH]cnc1C,-0.06
CC(=O)N(C)Nc1ccccc1,1.31
O=C(O)CNCP(=O)(O)O,-5.4
CS(=O)(=O)c1cccs1,0.38
CCCc1cssc1=S,3.18
CN(C)c1cnnc(N(C)C)c1,0.84
CCNC(=O)CNC(=O)C=[N+]=[N-],-0.62
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,3.6
CC1C2CCC3C(O)C2(CC(O)C2(O)C1CC(O)C2(C)C)CC3(C)O,1.51
CC(=O)NC1CC1c1ccccc1,1.43
CCN(CC)C(C)C(=O)Nc1c(C)cccc1C,2.73
Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,8.6
Nc1ncnc2c1nc(Br)n2C1OC2COP(=O)(O)OC2C1O,-2.27
C=Cc1cnc([N+](=O)[O-])n1C,0.64
Cn1c(C(O)CO)cnc1[N+](=O)[O-],-0.89
COC(=O)Nc1cccc(C)c1,2.29
Cc1cnc2cccc(C)n2c1=O,1.26
Cc1cc(=O)n2c(n1)CCCC2C,0.67
Cc1cnc2ccccn2c1=O,0.77
CCOC(=O)C1=CNC2CCCCN2C1=O,0.57
NNC(=O)c1cccc(I)c1,1.53
NNC(=O)c1ccc(I)cc1,1.55
NNC(=O)c1cccc(Br)c1,1.26
CCOC(=O)c1ccnnc1,0.23
CC1CCCC(C)C1O,2.1
CCCNCC(C)C,2.07
CCCNC(C)CC,1.91
CCCOc1c(OC)cc(CCN)cc1OC,1.7
CCOc1c(OC)cc(CCN)cc1OC,1.11
COc1cnc2ccccc2n1,2.31
Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,7.8
Clc1cccc2c1Oc1ccccc1O2,4.75
Clc1ccc2c(c1)Oc1ccccc1O2,5
Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,6.35
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,7.4
CC(=O)Nc1ccc(O)cc1C,0.17
Clc1ccccc1N1CCNCC1,2.13
Cc1ccccc1N1CCNCC1,2.14
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.7
O=Cc1cccc(Oc2ccccc2)c1,3.38
CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1,2.02
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,2.88
CC(=O)NCc1ccc(OCC(O)CNC(C)C)cc1,0.32
Clc1cc(Cl)cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,7.43
CCCOC(=O)C(N)Cc1ccc(O)c(O)c1,0.76
NC(=O)Cc1ccncc1,-0.65
S=C1CCCO1,0.6
CC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,2.45
C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,3.95
CCCCCOC1OC(CO)C(O)C(O)C1O,-0.42
CCCCCCOC1OC(CO)C(O)C(O)C1O,0.16
O=[N+]([O-])c1ccc2oncc2c1,1.46
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3C(CC)CC21C,4.28
CC(=O)OCc1coc(Cc2ccccc2)c1,3.24
Cc1ccc2c(c1)nc(N)n2C,1.47
CNC(=O)c1cccs1,0.84
CCCCCCOc1ccc(N)cc1,3.64
CCOP(=O)(OCC)SCn1nnc2ccccc2c1=O,1.63
Cn1c(C=O)cnc1[N+](=O)[O-],-0.1
CN(C)C(=O)Nc1cccc(N)c1,-0.1
CN(Cc1ccccc1)N=Nc1[nH]cnc1C(N)=O,1.54
NC(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.48
O=C(NC(CO)C(O)c1ccc(NC(=O)C2CC2)cc1)C(Cl)Cl,0.75
NC(=O)Nc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.6
CC(C)(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.33
CCC(C)N(C)N=Nc1nc[nH]c1C(N)=O,1.08
O=[N+]([O-])c1cnc(N2CCNC2=S)s1,1.7
O=C(O)C1CCc2cc(Cl)ccc2O1,2.4
O=C(CBr)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.66
O=C(CI)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.03
FC(F)(F)c1ccccc1N=C1NCCN1,1.42
Brc1cccc(Oc2ccc(Br)c(Br)c2Br)c1,6.05
CCCCCCCc1ccncc1,5
COc1ccc(C=[N+]([O-])C(C)(C)C)cc1,1.21
Cc1ccc(C=[N+]([O-])C(C)(C)C)cc1,1.74
Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,9.14
O=C(O)CCCCCCc1ccccc1,3.63
CC(=O)OC1CC(OC2C(O)CC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)CC3OC(C)=O)OC2C)OC(C)C1O,2.45
CCN(CC)CCNC(=O)c1cc(Cl)ccc1OC,3.11
Cc1ccc(NN=C(C#N)C#N)cc1,3.2
CN(C)c1cncc(C#N)n1,1.12
COC(=O)c1cncc(N(C)C)n1,0.9
CN(C)c1cncc(C(N)=O)n1,0.38
O=C(O)c1ccc2oc3ccccc3c(=O)c2c1,3.12
CSc1ccc2ccccc2n1,3.04
CC(O)c1ccc2ccccc2c1,2.68
COc1cccc(NC(=O)CN2CCCCC2)c1,2.71
Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,6.64
COC(=O)c1cnc([N+](=O)[O-])n1C,0.51
CCCCCCCCOC1OC(CO)C(O)C(O)C1O,1.46
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],5.2
CCNc1nc(Cl)nc(NCC2CC2)n1,2.85
CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1CCC21CCC(=O)O1,3.08
O=C(Oc1ccc(Cl)cc1Cl)N1CCCC1,3.94
Clc1cc2c(cc1Cl)Oc1c(Cl)ccc(Cl)c1O2,6.39
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,5.5
COC(=O)c1c[nH]c(C)c1,1.96
Cc1cccc([N+](=O)[O-])c1C(N)=O,0.1
Cn1c(C=[N+](C)[O-])cnc1[N+](=O)[O-],0.04
CC(=O)c1ccccc1NCCO,1.59
CN(C)P(=O)(N(C)C)N1CCCC1,0.82
N#Cc1cncnc1,-0.5
COCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,1.32
COCN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,1.31
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,4.58
CCCc1oc(C)cc(=O)c1O,1.4
COC1=C(C)C(=O)c2c(c(COC(N)=O)c3n2CCC3OC(C)=O)C1=O,1.54
Cc1cc(Br)cc(C(N)=O)c1O,2.76
CNC(=O)c1cc(Br)cc(C)c1O,3.51
CCNC(=O)c1cc(Br)cc(C)c1O,3.61
CCCCNC(=O)c1cc(Br)cc(C)c1O,4.21
O=c1n[n+]([O-])ccn1C1OC(CO)C(O)C1O,-2.43
NC(=O)c1cncnc1,-0.92
CCOC(=O)c1cncnc1,0.52
CN(C)CCCNC(=O)c1ccccc1,1.27
NCCCc1cccnc1,0.44
CCn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.11
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0.33
CCCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0.84
CCC12CC3CC(CC(N)(C3)C1)C2,3.4
O=c1ccn(C2CC(F)C(CO)O2)c(=O)[nH]1,-0.49
COC(=O)c1cnc(C)cn1,0.17
CCOC(=O)c1cnc(C)cn1,0.61
COC(=O)c1cncc(C)n1,0.1
CCOC(=O)c1cncc(C)n1,0.51
COC1OC(CNC(=O)N(C)N=O)C(O)C(O)C1O,-1.57
O=C1CCC(=O)N1c1ccc(Br)cc1,1.18
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,4.68
O=C1C(Cl)=C(Cl)C(=O)N1c1ccc(F)cc1,2.3
c1ccc2c(N3CCCCC3)ncnc2c1,2.92
Cc1nnc(-c2ccccc2)c(=O)n1N,0.83
N#CNC(N)=Nc1ccccc1,1.05
Clc1cccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,7.3
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,7.31
COC(=O)C12OCC34C(CC5C(C)=C(O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(=O)C=C(C)C(C)C)C24,1.66
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,5.81
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,6.22
Clc1cc(Cl)cc(-c2cccc(Cl)c2Cl)c1,6.17
Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,6.67
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,2.7
COCCOc1ccccc1,1.73
Nc1cncc(N)n1,-0.45
COc1cc(C(C)(C)C)c(OC)cc1CC(C)N,3.91
CCOC(=O)COc1cccc2ccccc12,2.9
CC(=O)c1ccc(NC=O)cc1,0.94
Cc1cccc(C)c1NC(=O)C(C)N,0.76
Cc1cccc2sc3nncn3c12,1.7
O=C(NCc1ccc(O)cc1)c1ccccc1,1.87
Nc1ncnc2c1nc(Sc1ccc(Cl)cc1)n2C1OC2COP(=O)(O)OC2C1O,-0.98
O=C(O)C=COc1ccccc1,2.27
COC(=S)NCCn1c([N+](=O)[O-])cnc1C,1.15
C1=Cc2ccc3c4c(ccc(c24)C1)-c1ccccc1-3,5.78
CCOc1cccc(Cl)n1,2.55
O=C(CN1CCCC1)NCc1ccccc1,1.69
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.81
c1csc(N2CCNCC2)n1,0.61
CS(=O)(=O)c1ccc(OCC(=O)O)cc1,0.06
C#CCn1cncc1[N+](=O)[O-],0.52
CCOC(=O)Oc1cccc2cccnc12,1.73
CC(=O)C(C)CN1CCCCC1,1.28
CN1CC(C(=O)O)CC1=O,-1.5
CC(=O)Nc1cccc2ncccc12,0.71
COc1ccc(C(C)=O)c(N)c1,1.76
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,0.39
CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.82
CNC(C)Cc1ccc2c(c1)OCO2,2.15
CN(O)N=Nc1ccc(C(N)=O)cc1,-0.22
O=NN(CCCl)C(=O)NC1CCC(C(=O)O)CC1,1.605
COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],4.48
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(F)(F)F,1.07
CN(C(O)=NC(C)(C)c1ccccc1)c1ccccc1,3.01
Cc1nnc(SCc2ccccc2)s1,2.35
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,1.6
N#Cc1ccncn1,-0.08
CCOC(=O)c1ncccn1,-0.31
CC(=O)c1cccc(NC(=O)N(C)C)c1,0.95
O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1,4.54
CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.73
COc1ccc2cc(CCC(C)=O)ccc2c1,3.08
CCOC(=O)C=COc1ccccc1,3.18
COc1cccc(S(C)(=O)=O)c1,0.76
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.77
CCOC(=O)CCC(NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)OCC,0.98
NCCc1cn2ccccc2n1,0.59
CC(=O)Nc1cncnc1,-0.22
CC(C)(C)C1CCN(N=O)CC1,2.54
CC(C)C(N)Cc1ccccc1,2.59
Clc1ccc(Cn2cncn2)cc1,1.84
CN(C)C(N(C)C)=S(I)c1ccccc1,-0.68
C=CC(=O)NCCCN1CCOCC1,-0.53
Cc1ccccc1S(I)=C(N(C)C)N(C)C,-0.1
CN(C)C(N(C)C)=S(I)c1ccc(Br)cc1,0.06
Cc1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.1
CN(C)C(N(C)C)=S(I)c1ccc(Cl)cc1,-0.2
CN(C)C(N(C)C)=S(I)c1ccc(F)cc1,-0.58
CN(C)C(N(C)C)=S(I)c1ccc(C#N)cc1,-1.13
COc1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.51
CC1(C)N=C(N)N=C(N)N1c1ccc(I)cc1,1.39
N=C(N)NC(=O)Nc1ccc([N+](=O)[O-])c(Cl)c1,1.79
CC(=O)c1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.85
COC(=O)c1ccc(S(I)=C(N(C)C)N(C)C)cc1,-0.74
CC1(C)N=C(N)N=C(N)N1c1ccc(C(F)(F)F)cc1,1.22
C#CCOc1ccccc1OCC(O)CNC(C)(C)C,2.32
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,2.4
O=C(Oc1ccc(N=C=S)cc1)c1ccccc1,4.9
CN(C)CCCc1ccco1,2.08
Cc1c([N+](=O)[O-])no[n+]1[O-],0.78
O=[N+]([O-])c1ccc(C=Cc2nccs2)o1,1.97
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,3.36
CC(Cl)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.98
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(F)F,0.42
O=C(CF)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.15
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Br)(Br)Br,2.17
O=C(Cc1ccccc1)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.52
N#CC(C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.47
CCC(CC)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.71
CC(C)(C)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.33
O=C(NC(CO)C(O)c1ccc(I)cc1)C(Cl)Cl,2.22
O=C(NC(CO)C(O)c1ccc(-c2ccccn2)cc1)C(F)(F)F,1.31
Cc1no[n+]([O-])c1Sc1ccccc1,2.74
CCS(=O)(=O)c1no[n+]([O-])c1C,0.65
CCS(=O)(=O)c1nonc1C,0.92
Cc1c(S(=O)(=O)c2ccccc2)no[n+]1[O-],2.03
Cc1nonc1S(=O)(=O)c1ccccc1,2.36
Cc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,2.26
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1C,2.14
CCCN=C(N)N=C(N)Nc1ccc(Cl)cc1,2.63
O=c1ssc2c1CCCC2,2.4
Cc1nonc1Sc1ccccc1,2.92
CCN(CC)C(=O)N(CC)N=O,1.54
CCN(N=O)C(=O)N(C)C,0.71
CCN(CC)C(=O)N(C)N=O,1.11
CCN(CC)CC(=O)NCC(=O)Nc1c(C)cccc1C,2.2
NC(=O)c1cc2ccccc2o1,1.54
COc1c(Cl)ccc(Cl)c1Cl,3.64
CC12CCC(=O)C=C1CCC1C3CCC4(CCC(=O)O4)C3(C)CC3OC312,1.89
COC(=O)CS(=O)(=O)c1ccc(Br)cc1,1.52
Cc1oc(=O)c(C)c(O)c1C,0.36
O=C(O)CCc1ccc(OCc2ccccc2)cc1,3.31
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.88
COc1ccc(OC)c(NC2=NCCN2)c1,0.97
O=NN1CCCCC1=O,-1.05
COCCN(C(=O)CCl)c1c(C)cccc1C,2.17
CC1(C)N=C(N)N=C(N)N1c1ccc(OCC(=O)N2CCOCC2)cc1,-1.18
O=S(=O)(CF)Nc1ccc(Cl)cc1,2.25
O=S(=O)(Nc1ccc(-c2ccccc2)cc1)C(F)(F)F,4.97
COP(=S)(OC)Oc1cc(C)c([N+](=O)[O-])c(C)c1,3.89
COP(=O)(OC)Oc1cc(C)c([N+](=O)[O-])c(C)c1,2.57
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.7
COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.26
CCCCCCCSC1OC(CO)C(O)C(O)C1O,1.5
OCC1OC(SCCCc2ccccc2)C(O)C(O)C1O,0.38
CCN(CC)C(=O)NS(=O)(=O)c1ccccc1,0.99
CC1CC2C3CC(F)C4=CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,2.58
COC(=O)CSc1ccccc1[N+](=O)[O-],1.88
Cn1ccc(=O)c(O)c1,-0.7
NS(=O)(=O)c1cccc(I)c1,1.58
CCOP(=O)(CC)SCCSCC,2.03
CCCOC(=O)C(C(=O)OCCC)=C1SCCS1,3.35
CCCCOC(=O)C(C(=O)OCCCC)=C1SCCS1,4.6
CCC(C)OC(=O)C(C(=O)OC(C)CC)=C1SCCS1,4.53
CC(C)(C)OC(=O)C(C(=O)OC(C)(C)C)=C1SCCS1,4.01
CCOC(=O)C(C(=O)OC(C)C)=C1SCCS1,2.9
CCOP(C)(=O)SCCN(C(C)C)C(C)C,2.09
CC(=O)Oc1ccccc1C(=O)OCC(N)=O,0.22
CCOC(=O)COC(=O)c1ccccc1OC(C)=O,1.67
CNC(=O)c1cccc(Oc2ccccc2)c1,2.86
O=[N+]([O-])c1ccc(C=Cc2nnc[nH]2)o1,1.1
CC(=O)NCCn1c([N+](=O)[O-])cnc1C,-0.47
COc1cccc(NC(C)=O)c1C,1.13
Cc1cccc(NC(=O)Cc2ccccc2)c1,3.14
COc1cccc(NC(=O)Cc2ccccc2)c1,2.86
COc1ccc(NC(=O)Cc2ccccc2)cc1,2.49
CC(C)c1nnc(N2CCOCC2)n(N)c1=O,0.49
CCSc1nnc(C(C)C)c(=O)n1N,1.52
CCCSc1nnc(C(C)C)c(=O)n1N,2.12
CC(C)Sc1nnc(C(C)C)c(=O)n1N,2.06
CCCCSc1nnc(C(C)C)c(=O)n1N,3.21
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1OC(C)=O,2.95
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,0.9
CCc1ncc([N+](=O)[O-])n1CCNC(=S)OC,1.46
O=C1CC(C(=O)O)Oc2ccccc21,1.26
CCCNC(=O)c1cccnc1,0.66
CC(=O)Oc1ccc(C(N)=O)cc1,0.27
CC12CCC(=O)C=C1CC(C#N)C1C2CCC2(C)C1CCC21CCC(=O)O1,1.67
CCOC(=O)CN(C(=O)CCl)c1ccccc1Cl,2.3
CCOC(=O)CN(C(=O)CCl)c1ccccc1,1.6
CC1(C)C2CCC(CO)C1C2,3.41
CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,5.2
CCN(CC)C(=O)OCc1ccccc1,2.93
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,6.53
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,3.015
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,4.08
CC(=O)C=Cc1ccc(C#N)cc1,1.64
O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,1.53
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,3.23
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,1.85
COc1ccccc1C(=O)c1ccncc1,1.86
NS(=O)(=O)c1ccc(C(=O)c2ccncc2)cc1,0.56
O=C(c1ccncc1)c1ccc(O)cc1,1.37
Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,-0.89
CNC(=S)NCCCCc1nc[nH]c1C,0.85
CCC(=O)OCCOc1ccc(C=O)cc1OC,1.33
CCc1ccc2c(c1)C(c1ccccc1F)=NCC(=O)N2,2.92
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,7
O=C(O)COc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.51
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.62
COc1ccc(OCCN(C)C)cc1,1.23
Cc1ccc(OCCN(C)C)cc1,2.17
COC(=O)Nc1cccc(OC)c1,1.92
Cc1ccc(Br)cc1F,3.64
CC1=NOC(=O)C1=NNc1ccccc1Cl,2.6
NC(=O)c1ccsc1,0.5
