reaction_smiles,sources,reactants,products,solvents,catalyst,stages
"['[Cl:1][C:2]1[CH:3]=[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)[CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[CH2:6][CH:7]=1.ClC1CCC(C(OCC)=O)=C(C2C=CC=CC=2)C=1.O.Cl', 'C(O)(C)(C)C', '[Cl:1][C:2]1[CH:7]=[CH:6][C:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])=[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)[CH:3]=1']","['US20010020112A1', '0110', 'To a stirred solution of ethyl 4-chloro-2-phenylcyclohexa-2,4-dienecarboxylate and ethyl 4-chloro-2-phenylcyclohexa-1,3-dienecarboxylate (200 mg, 0.762 mmol) in tert-BuOH (3 ml), tert-BuOH (103 mg, 0.914 mmol) was added by portion on a water bath. After stirring for 2 days, water was added to the reaction mixture and it was acidified with dil. HCl aq., extracted with AcOEt. The organic layer was washed with brine and dried over MgSO4. Concentration of the organic layer afford a mixture (200 mg) of ethyl 4-chloro-2-phenylbenzoate and 4-chloro-2-phenylbenzoic acid. 1H-NMR (ppm, 300 MHz, CDCl3) δ ester 7.79(1H, d, J=8.0 Hz), 7.10-7.50(7H), 4.07(2H, d, J=6.9 Hz), 0.98(3H, t, J=6.9 Hz); acid 7.91(1H, d, J=8.7 Hz)']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:To a stirred solution of ethyl 4-chloro-2-phenylcyclohexa-2,4-dienecarboxylate and ethyl 4-chloro-2-phenylcyclohexa-1,3-dienecarboxylate (200 mg, 0.762 mmol) in tert-BuOH (3 ml), tert-BuOH (103 mg, 0.914 mmol) was added by portion on a water bath', 'step 2:After stirring for 2 days', 'step 2 properties:Time:172800', 'step 3:water was added to the reaction mixture and it', 'step 4:extracted with AcOEt', 'step 5:The organic layer was washed with brine', 'step 6:dried over MgSO4', 'step 7:Concentration of the organic layer afford a mixture (200 mg) of ethyl 4-chloro-2-phenylbenzoate and 4-chloro-2-phenylbenzoic acid']"
"['[O:1]=[C:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:3]1.[BH4-].[Na+].Cl', 'CO', '[OH:1][CH:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:14]=[CH:15][CH:16]=[CH:17][CH:18]=2)=[CH:3]1 |f:1.2|']","['US20010020112A1', '0112', 'To a stirred solution of ethyl 4-oxo-2-phenylcyclohex-2-enecarboxylate (500 mg, 2.05 mmol) in MeOH (10 ml) at 0° C., NaBH4(77.5 mg, 2.05 mmol) was added by portions. After stirring for 45 minutes, dil.HCl aq. was added to the reaction mixture and the solvent was evaporated under reduced pressure. The residue was added water and extracted with AcOEt. The organic layer was washed with water and brine, dried over MgSO4. Concentration of the organic layer afford 504 mg of ethyl 4-hydroxy-2-phenylcyclohex-2-enecarboxylate (y=100%) as a pale yellow crystal. 1H-NMR (ppm, 300 MHz, CDCl3) δ 7.23-7.34(5H, m), 6.10-6.22(1H, m), 4.30-4.50(1H, m), 3.90-4.08(1H, m), 3.72 and 3.64(1H, t and t, J=5.8 and 5.3 Hz), 1.60-2.30(4H, m), 1.00 and 1.10(3H, m)']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:To a stirred solution of ethyl 4-oxo-2-phenylcyclohex-2-enecarboxylate (500 mg, 2.05 mmol) in MeOH (10 ml) at 0° C., NaBH4(77.5 mg, 2.05 mmol) was added by portions', 'step 1 properties:Temperature:0', 'step 2:After stirring for 45 minutes', 'step 2 properties:Time:2700', 'step 3:HCl aq. was added to the reaction mixture', 'step 4:the solvent was evaporated under reduced pressure', 'step 4 properties:Pressure:reduced pressure', 'step 5:The residue was added water', 'step 6:extracted with AcOEt', 'step 7:The organic layer was washed with water and brine', 'step 8:dried over MgSO4', 'step 9:Concentration of the organic layer afford 504 mg of ethyl 4-hydroxy-2-phenylcyclohex-2-enecarboxylate (y=100%) as a pale yellow crystal']"
"['O[CH:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:3]1.S(Cl)([Cl:21])=O.CCOC(C)=O', 'C1(C)C=CC=CC=1', '[Cl:21][CH:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:3]1']","['US20010020112A1', '0114', 'To a stirred solution of ethyl 4-hydroxy-2-phenylcyclohex-2-enecarboxylate (100 mg, 0.407 mmol) in toluene (2 ml) was added thionyl chloride (0.074 ml, 1.02 mmol) at 5° C. After stirring for 3 hr. at room temperature. AcOEt was added to the reaction mixture and it was washed with water, sat.NaHCO3 aq. and brine, dried over MgSO4. Concentration of the organic layer afford 110 mg of ethyl 4-chloro-2-phenylcyclohex-2-enecarboxylate (y=100%) as a pale yellow oil. 1H-NMR (ppm, 300 MHz, CDCl3) δ 7.25-7.37(5H, m), 6.27 and 6.18(1H, d and t, J=4.6 and 1.7 Hz), 4.87-4.91 and 4.74-4.79(1H, m), 4.03 and 3.96(2H, q, J=6.9 and 7.1 Hz), 3.68-3.76(1H, m), 2.05-2.37(4H, m), 1.09 and 0.97(3H, t, J=6.9 and 7.1 Hz)']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:To a stirred solution of ethyl 4-hydroxy-2-phenylcyclohex-2-enecarboxylate (100 mg, 0.407 mmol) in toluene (2 ml) was added thionyl chloride (0.074 ml, 1.02 mmol) at 5° C', 'step 1 properties:Temperature:5', 'step 2:After stirring for 3 hr', 'step 2 properties:Time:10800', 'step 3:at room temperature', 'step 3 properties:Temperature:room temperature', 'step 4:AcOEt was added to the reaction mixture and it', 'step 5:was washed with water', 'step 6:NaHCO3 aq. and brine, dried over MgSO4', 'step 7:Concentration of the organic layer afford 110 mg of ethyl 4-chloro-2-phenylcyclohex-2-enecarboxylate (y=100%) as a pale yellow oil']"
"['Cl[CH:2]1[CH2:7][CH2:6][CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)=[CH:3]1.O.Cl', 'C(O)(C)(C)C', '[C:13]1([C:4]2[CH:3]=[CH:2][CH2:7][CH2:6][C:5]=2[C:8]([O:10][CH2:11][CH3:12])=[O:9])[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=1']","['US20010020112A1', '0118', 'To a stirred solution of ethyl 4-chloro-2-phenylcyclohex-2-enecarboxylate (110 mg, 0.407 mmol) in tert-BuOH (2 ml), tert-BuOH (93 mg, 0.832 mmol) was added by portion on a water bath. After stirring for 1 hr. at room temperature, water was added to the reaction mixture, and it was acidified with dil. HCl aq. and extracted with AcOEt. The organic layer was washed with brine and dried over MgSO4. After removal of the solvent, the residue was purified by column chromatography on silica gel with n-hexane-AcOEt to afford 70 mg of ethyl 2-phenylcyclohexa-1,3-dienecarboxylate (y=74.0%) as a pale yellow oil. 1H-NMR (ppm, 300 MHz, CDCl3) δ 7.14-7.39(5H, m), 6.03-6.24(2H, m), 3.94(2H, q, J=6.9 Hz), 2.55-2.65(2H, m), 2.26-2.35(2H, m), 0.90(3H, t, J=6.9 Hz)']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:To a stirred solution of ethyl 4-chloro-2-phenylcyclohex-2-enecarboxylate (110 mg, 0.407 mmol) in tert-BuOH (2 ml), tert-BuOH (93 mg, 0.832 mmol) was added by portion on a water bath', 'step 2:After stirring for 1 hr', 'step 2 properties:Time:3600', 'step 3:at room temperature, water was added to the reaction mixture, and it', 'step 3 properties:Temperature:room temperature', 'step 4:extracted with AcOEt', 'step 5:The organic layer was washed with brine', 'step 6:dried over MgSO4', 'step 7:After removal of the solvent', 'step 8:the residue was purified by column chromatography on silica gel with n-hexane-AcOEt', 'step 9:to afford 70 mg of ethyl 2-phenylcyclohexa-1,3-dienecarboxylate (y=74.0%) as a pale yellow oil']"
"['Cl[C:2]1[CH:3]=[C:4]([C:13]2[CH:18]=[CH:17][CH:16]=[CH:15][CH:14]=2)[CH:5]([C:8]([O:10][CH2:11][CH3:12])=[O:9])[CH2:6][CH:7]=1.Cl[C:20]1[CH2:25][CH2:24][C:23]([C:26]([O:28]CC)=[O:27])=[C:22]([C:31]2[CH:36]=[CH:35][CH:34]=[CH:33][CH:32]=2)[CH:21]=1.C[O-].[Na+]', 'CO', '[C:13]1([C:4]2[CH:3]=[CH:2][CH:7]=[CH:6][C:5]=2[C:8]([O:10][CH2:11][CH3:12])=[O:9])[CH:14]=[CH:15][CH:16]=[CH:17][CH:18]=1.[C:31]1([C:22]2[CH:21]=[CH:20][CH:25]=[CH:24][C:23]=2[C:26]([OH:28])=[O:27])[CH:32]=[CH:33][CH:34]=[CH:35][CH:36]=1 |f:2.3|']","['US20010020112A1', '0120', 'To a stirred solution of a mixture (620 mg, 2.54 mmol) of ethyl 4-chloro-2-phenylcyclohexa-2,4-dienecarboxylate and ethyl 4-chloro-2-phenylcyclohexa-1,3-dienecarboxylate in MeOH (5 ml), NaOMe (28% in MeOH, 1.98 g, 10.1 mmol) was added. After stirring for 17 hr at room temperature, the solvent was evaporated under reduced pressure. Water was added to the residue and dil. HCl aq., and it was extracted with AcOEt. The organic layer was washed with brine and dried over MgSO4. After removal of the solvent, the residue was purified by column chromatography on silica gel with n-hexane-AcOEt to afford 136 mg of ethyl 2-phenylbenzoate (y=23.7%) and 236 mg of 2-phenylbenzoic acid (y=53.8%). 1H-NMR (ppm, 300 MHz, CDCl3) δ ester 7.82(1H, dd, J=1.4 and 7.7 Hz), 7.10-7.60(8H), 4.08(2H, d, J=7.0 Hz), 0.98(3H, t, J=7.0 Hz); acid 7.95(1H, d, J=7.9 Hz)']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:To a stirred solution of a mixture (620 mg, 2.54 mmol) of ethyl 4-chloro-2-phenylcyclohexa-2,4-dienecarboxylate and ethyl 4-chloro-2-phenylcyclohexa-1,3-dienecarboxylate in MeOH (5 ml), NaOMe (28% in MeOH, 1.98 g, 10.1 mmol) was added', 'step 2:After stirring for 17 hr at room temperature', 'step 2 properties:Time:61200', 'step 2 properties:Temperature:room temperature', 'step 3:the solvent was evaporated under reduced pressure', 'step 3 properties:Pressure:reduced pressure', 'step 4:Water was added to the residue and dil. HCl aq., and it', 'step 5:was extracted with AcOEt', 'step 6:The organic layer was washed with brine', 'step 7:dried over MgSO4', 'step 8:After removal of the solvent', 'step 9:the residue was purified by column chromatography on silica gel with n-hexane-AcOEt', 'step 10:to afford 136 mg of ethyl 2-phenylbenzoate (y=23.7%) and 236 mg of 2-phenylbenzoic acid (y=53.8%)']"
"['[C:1]1([C:7]2[CH:12]=[CH:11][CH2:10][CH2:9][C:8]=2[C:13]([O:15][CH2:16][CH3:17])=[O:14])[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1', 'C(O)(=O)C.O.[Pd]', '[C:1]1([C:7]2[CH:12]=[CH:11][CH:10]=[CH:9][C:8]=2[C:13]([O:15][CH2:16][CH3:17])=[O:14])[CH:2]=[CH:3][CH:4]=[CH:5][CH:6]=1']","['US20010020112A1', '0122', 'A mixture of ethyl 2-phenylcyclohexa-1,3-dienecarboxylate (90 mg, 0.395 mmol) and 5%Pd/C (50 mg) in acetic acid (1.5 ml) and water (1.5 ml) was refluxed for 2 hr. The reaction mixture was filtrated and the solvent was evaporated under reduced pressure. Toluene was added to the residue and it was dried over MgSO4. After removal of the solvent, the residue was purified by column chromatography on silica gel with n-hexane-AcOEt to afford 71 mg of ethyl 2-phenylbenzoate (y=80.0%) as a pale yellow oil. 1H-NMR (ppm, 300 MHz, CDCl3) δ 7.82(1H, dd, J=1.4 and 7.7 Hz), 7.10-7.60(8H), 4.08(2H, d, J=7.0 Hz), 0.98(3H, t, J=7.0 Hz)']","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","['step 1:A mixture of ethyl 2-phenylcyclohexa-1,3-dienecarboxylate (90 mg, 0.395 mmol) and 5%Pd/C (50 mg) in acetic acid (1.5 ml) and water (1.5 ml)', 'step 2:was refluxed for 2 hr', 'step 2 properties:Time:7200', 'step 3:The reaction mixture was filtrated', 'step 4:the solvent was evaporated under reduced pressure', 'step 4 properties:Pressure:reduced pressure', 'step 5:Toluene was added to the residue and it', 'step 6:was dried over MgSO4', 'step 7:After removal of the solvent', 'step 8:the residue was purified by column chromatography on silica gel with n-hexane-AcOEt', 'step 9:to afford 71 mg of ethyl 2-phenylbenzoate (y=80.0%) as a pale yellow oil']"
"['C([O:9][C@@H:10]1[C@@H:14]([O:15]C(=O)C2C=CC=CC=2)[C@@H:13]([C:24]([NH:26][CH2:27][CH3:28])=[O:25])[O:12][C@H:11]1[N:29]1[CH:37]=[N:36][C:35]2[C:30]1=[N:31][C:32]([C:53]([NH:55][CH2:56][CH2:57][N:58]1[CH2:63][CH2:62][CH2:61][CH2:60][CH2:59]1)=[O:54])=[N:33][C:34]=2[NH:38][CH2:39][CH:40]([C:47]1[CH:52]=[CH:51][CH:50]=[CH:49][CH:48]=1)[C:41]1[CH:46]=[CH:45][CH:44]=[CH:43][CH:42]=1)(=O)C1C=CC=CC=1.C(=O)([O-])[O-].[K+].[K+]', 'CO', '[C:47]1([CH:40]([C:41]2[CH:42]=[CH:43][CH:44]=[CH:45][CH:46]=2)[CH2:39][NH:38][C:34]2[N:33]=[C:32]([C:53]([NH:55][CH2:56][CH2:57][N:58]3[CH2:63][CH2:62][CH2:61][CH2:60][CH2:59]3)=[O:54])[N:31]=[C:30]3[C:35]=2[N:36]=[CH:37][N:29]3[C@H:11]2[C@H:10]([OH:9])[C@H:14]([OH:15])[C@@H:13]([C:24]([NH:26][CH2:27][CH3:28])=[O:25])[O:12]2)[CH:48]=[CH:49][CH:50]=[CH:51][CH:52]=1 |f:1.2.3|']","['US20010020089A1', '6-[(2,2-Diphenylethyl)amino]-9-{(2R,3R,4S,5S)-5-[(ethylamino)carbonyl]-3,4-dihydroxytetrahydro-2-furanyl}-N-[2-(1-piperidinyl)ethyl]-9H-purine-2-carboxamide', '0111', 'A solution of (2R,3R,4R,5S)-4-(benzoyloxy)-2-[6-[(2,2-diphenylethyl )amino]-2-({[2-(1-piperid inyl)-ethyl]amino}carbonyl)-9H-purin-9-yl]-5-[(ethylamino)carbonyl]tetrahydro-3-furanyl benzoate (Preparation 7) (104 mg, 0.12 mmol) in methanol (3 ml) was treated with potassium carbonate (100 mg, 0.72 mmol). The mixture was stirred at room temperature for 30 minutes. The solvent was removed under reduced pressure and the residue was partitioned between ethyl acetate and water. The organic layer was separated, dried with anhydrous magnesium sulphate, filtered and evaporated under reduced pressure. The residue was purified by column chromatography on silica gel eluting with dichloromethane: methanol (90:10 by volume) to afford the title compound as a white solid (44 mg).']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:A solution of (2R,3R,4R,5S)-4-(benzoyloxy)-2-[6-[(2,2-diphenylethyl )amino]-2-({[2-(1-piperid inyl)-ethyl]amino}carbonyl)-9H-purin-9-yl]-5-[(ethylamino)carbonyl]tetrahydro-3-furanyl benzoate (Preparation 7) (104 mg, 0.12 mmol) in methanol (3 ml) was treated with potassium carbonate (100 mg, 0.72 mmol)', 'step 2:The mixture was stirred at room temperature for 30 minutes', 'step 2 properties:Time:1800', 'step 2 properties:Temperature:room temperature', 'step 3:The solvent was removed under reduced pressure', 'step 3 properties:Pressure:reduced pressure', 'step 4:the residue was partitioned between ethyl acetate and water', 'step 5:The organic layer was separated', 'step 6:dried with anhydrous magnesium sulphate', 'step 7:filtered', 'step 8:evaporated under reduced pressure', 'step 8 properties:Pressure:reduced pressure', 'step 9:The residue was purified by column chromatography on silica gel eluting with dichloromethane: methanol (90:10 by volume)', 'step 10:to afford the title compound as a white solid (44 mg)']"
"['[C:1]1([CH:7]([C:35]2[CH:40]=[CH:39][CH:38]=[CH:37][CH:36]=2)[CH2:8][NH:9][C:10]2[N:18]=[C:17]([C:19]([O:21]C)=O)[N:16]=[C:15]3[C:11]=2[N:12]=[CH:13][N:14]3[C@H:23]2[C@H:27]([OH:28])[C@H:26]([OH:29])[C@@H:25]([C:30]([NH:32][CH2:33][CH3:34])=[O:31])[O:24]2)[CH:6]=[CH:5][CH:4]=[CH:3][CH:2]=1.[CH:41]([CH:44]1[CH2:49][CH2:48][N:47]([CH2:50][CH2:51][NH2:52])[CH2:46][CH2:45]1)([CH3:43])[CH3:42]', '', '[NH3:9].[C:1]1([CH:7]([C:35]2[CH:36]=[CH:37][CH:38]=[CH:39][CH:40]=2)[CH2:8][NH:9][C:10]2[N:18]=[C:17]([C:19]([NH:52][CH2:51][CH2:50][N:47]3[CH2:48][CH2:49][CH:44]([CH:41]([CH3:43])[CH3:42])[CH2:45][CH2:46]3)=[O:21])[N:16]=[C:15]3[C:11]=2[N:12]=[CH:13][N:14]3[C@H:23]2[C@H:27]([OH:28])[C@H:26]([OH:29])[C@@H:25]([C:30]([NH:32][CH2:33][CH3:34])=[O:31])[O:24]2)[CH:2]=[CH:3][CH:4]=[CH:5][CH:6]=1']","['US20010020089A1', '6-[(2,2-Diphenylethyl)amino]-9-{(2R,3R,4S,5S)-5-[(ethylamino)carbonyl]-3,4-dihydroxytetrahydro-2-furanyl}-N-[2-(4-isopropyl-1-piperidinyl)ethyl]-9H-purine-2-carboxamide', '0114', 'Methyl 6-[(2,2-diphenylethyl)amino]-9-{(2R,3R,4S,5S)-5-[(ethylamino) carbonyl]-3,4-dihydroxytetra-hydro-2-furanyl}-9H-purine-2-carboxylate (Preparation 11) (100 mg, 0.18 mmol) and 2-(4-isopropyl-1-piperidinyl)ethylamine (Preparation 17) (300 mg, 1.76 mmol) were heated at 120° C. under a nitrogen atmosphere for three hours. The reaction mixture was allowed to cool to room temperature and purified by column chromatography on silica gel eluting with dichloromethane:methanol:concentrated aqueous ammonia (90:10:1 by volume) to afford the title compound as a white solid (76 mg, 62%).']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:Methyl 6-[(2,2-diphenylethyl)amino]-9-{(2R,3R,4S,5S)-5-[(ethylamino) carbonyl]-3,4-dihydroxytetra-hydro-2-furanyl}-9H-purine-2-carboxylate (Preparation 11) (100 mg, 0.18 mmol) and 2-(4-isopropyl-1-piperidinyl)ethylamine (Preparation 17) (300 mg, 1.76 mmol) were heated at 120° C. under a nitrogen atmosphere for three hours', 'step 1 properties:Time:10800', 'step 1 properties:Temperature:120', 'step 2:to cool to room temperature', 'step 2 properties:Temperature:room temperature', 'step 3:purified by column chromatography on silica gel eluting with dichloromethane', 'step 4:methanol:concentrated aqueous ammonia (90:10:1 by volume) to afford the title compound as a white solid (76 mg, 62%)']"
"['[CH:1]1([NH:7][C:8]2[N:16]=[C:15](I)[N:14]=[C:13]3[C:9]=2[N:10]=[CH:11][N:12]3[C@@H:18]2[O:22][C@H:21]([C:23]([NH:25][CH2:26][CH3:27])=[O:24])[C@@H:20]([OH:28])[C@H:19]2[OH:29])[CH2:6][CH2:5][CH2:4][CH2:3][CH2:2]1.[N:30]1([CH2:36][CH2:37][NH2:38])[CH2:35][CH2:34][CH2:33][CH2:32][CH2:31]1.[C]=O.C1C[O:44][CH2:43]C1', 'C1C=CC([P]([Pd]([P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)([P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)[P](C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)(C2C=CC=CC=2)C2C=CC=CC=2)=CC=1', '[CH:1]1([NH:7][C:8]2[N:16]=[C:15]([C:43]([NH:38][CH2:37][CH2:36][N:30]3[CH2:35][CH2:34][CH2:33][CH2:32][CH2:31]3)=[O:44])[N:14]=[C:13]3[C:9]=2[N:10]=[CH:11][N:12]3[C@H:18]2[C@H:19]([OH:29])[C@H:20]([OH:28])[C@@H:21]([C:23]([NH:25][CH2:26][CH3:27])=[O:24])[O:22]2)[CH2:6][CH2:5][CH2:4][CH2:3][CH2:2]1 |^3:38,^1:49,51,70,89|']","['US20010020089A1', '6-(Cyclohexylamino)-9-{(2R,3R,4S,5S)-5-[(ethylamino)carbonyl]-3,4-dihydroxytetrahydro-2-furanyl}-N-[2-(1-piperidinyl)ethyl]-9H-purine-2-carboxamide', '0242', 'A solution of (2S,3S,4R,5R)-5-[6-(cyclohexylamino)-2-iodo-9H-purin-9-yl]-N-ethyl-3,4-dihydroxytetrahydro-2-furancarboxamide (Preparation 31) (125 mg, 0.24 mmol), 2-(1-piperidinyl)ethylamine (0.14 ml, 0.96 mmol) and tetrakis(triphenylphosphine)palladium(0) (20 mg, 0.024 mmol) in THF (5 ml) was carbonylated at 60° C. and 345 KPa carbon monoxide for 18 hours. Solvent was evaporated under reduced pressure and the residue purified by column chromatography on silica gel eluting with dichloromethane:methanol:concentrated aqueous ammonia (95:5:1, by volume). After evaporation of appropriate fractions the residue was triturated with diethyl ether, filtered and dried to yield the target compound as a beige powder, (77 mg, 58%).']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"[['chemical_names', 'identifiers', 'amounts', 'appearances']]","['step 1:was carbonylated at 60° C.', 'step 1 properties:Temperature:60', 'step 2:345 KPa carbon monoxide for 18 hours', 'step 2 properties:Time:64800', 'step 3:Solvent was evaporated under reduced pressure', 'step 3 properties:Pressure:reduced pressure', 'step 4:the residue purified by column chromatography on silica gel eluting with dichloromethane', 'step 5:After evaporation of appropriate fractions the residue', 'step 6:was triturated with diethyl ether', 'step 7:filtered', 'step 8:dried', 'step 9:to yield the target compound as a beige powder, (77 mg, 58%)']"
"['[Cl:1][C:2]1[N:10]=[C:9]2[C:5]([N:6]=[CH:7][NH:8]2)=[C:4]([Cl:11])[N:3]=1.O.C1(C)C=CC(S(O)(=O)=O)=CC=1.[O:24]1[CH:29]=[CH:28][CH2:27][CH2:26][CH2:25]1.C(=O)([O-])O.[Na+]', 'C(OCC)(=O)C.O', '[Cl:1][C:2]1[N:10]=[C:9]2[C:5]([N:6]=[CH:7][N:8]2[CH:25]2[CH2:26][CH2:27][CH2:28][CH2:29][O:24]2)=[C:4]([Cl:11])[N:3]=1 |f:1.2,4.5|']","['US20010020089A1', '2,6-Dichloro-9-tetrahydro-2H-pyran-2-yl-9H-purine', '0246', '2,6-Dichloro-9H-purine (20 g, 0.11 mol) and 4-toluenesulphonic acid monohydrate (0.2 g) were dissolved in ethyl acetate (300 ml), the mixture was heated to 50° C. and a solution of 2,3-dihydropyran (12.6 ml, 0.14 mol) in ethyl acetate (50 ml) added slowly over 30 minutes. The reaction mixture was then cooled to room temperature, water (100 ml) was added and the pH of the solution was adjusted to 7 by addition of a saturated aqueous solution of sodium hydrogen carbonate. The organic layer was separated, washed sequentially with water and brine, dried over anhydrous magnesium sulphate, filtered and evaporated under reduced pressure. The residue was azeotroped from pentane (×2) to afford the title compound as a slightly impure white solid (30.9 g).']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:2,6-Dichloro-9H-purine (20 g, 0.11 mol) and 4-toluenesulphonic acid monohydrate (0.2 g) were dissolved in ethyl acetate (300 ml)', 'step 2:the mixture was heated to 50° C.', 'step 2 properties:Temperature:50', 'step 3:a solution of 2,3-dihydropyran (12.6 ml, 0.14 mol) in ethyl acetate (50 ml) added slowly over 30 minutes', 'step 3 properties:Time:1800', 'step 4:The reaction mixture was then cooled to room temperature', 'step 4 properties:Temperature:room temperature', 'step 5:water (100 ml) was added', 'step 6:the pH of the solution was adjusted to 7 by addition of a saturated aqueous solution of sodium hydrogen carbonate', 'step 7:The organic layer was separated', 'step 8:washed sequentially with water and brine', 'step 9:dried over anhydrous magnesium sulphate', 'step 10:filtered', 'step 11:evaporated under reduced pressure', 'step 11 properties:Pressure:reduced pressure', 'step 12:The residue was azeotroped from pentane (×2)', 'step 13:to afford the title compound as a slightly impure white solid (30.9 g)']"
